candidate_id,name,country,macro_region,state_or_area,district_or_area,proposed_location_type,proposed_vibe_1,proposed_vibe_2,proposed_vibe_3,priority_tier,verification_status,notes,normalized_location_type,normalized_vibe_1,normalized_vibe_2,normalized_vibe_3,trip_style_tags,context_tags,caution_tags,destination_scale_hint,normalisation_notes,promotion_status
CAND-0112,North Goa Beaches,India,West India,Goa,North Goa,beach_region,beach,nightlife,resort,tier_1,candidate,Goa beach region candidate,beach_region,beach,nightlife,resort,,,,,,dedupe_pending
CAND-0113,South Goa Beaches,India,West India,Goa,South Goa,beach_region,beach,resort,family,tier_1,candidate,Family resort beach candidate,beach_region,beach,resort,family,,,,,,dedupe_pending
CAND-0114,Old Goa,India,West India,Goa,North Goa,heritage_site,heritage,spiritual,architecture,tier_1,candidate,Goa heritage candidate,heritage_site,heritage,spiritual,architecture,,,,,,dedupe_pending
CAND-0115,Hampi-Badami-Aihole-Pattadakal Circuit,India,South India,Karnataka,North Karnataka,heritage_region,heritage,architecture,history,tier_1,candidate,Major heritage circuit candidate,heritage_region,heritage,architecture,history,,,,,,dedupe_pending
CAND-0116,Badami,India,South India,Karnataka,Bagalkot,cave_heritage_site,heritage,caves,architecture,tier_1,candidate,Heritage cave candidate,cave_heritage_site,heritage,caves,architecture,,,,,,dedupe_pending
CAND-0117,Pattadakal,India,South India,Karnataka,Bagalkot,heritage_site,heritage,architecture,temples,tier_1,candidate,Heritage candidate,heritage_site,heritage,architecture,temples,,,,,,dedupe_pending
CAND-0118,Aihole,India,South India,Karnataka,Bagalkot,heritage_site,heritage,architecture,temples,tier_2,candidate,Heritage candidate,heritage_site,heritage,architecture,temples,,,,,,dedupe_pending
CAND-0119,Bandipur,India,South India,Karnataka,Chamarajanagar,tiger_reserve,wildlife,safari,nature,tier_1,candidate,Wildlife candidate,tiger_reserve,wildlife,safari,nature,,,,,,dedupe_pending
CAND-0120,Nagarhole,India,South India,Karnataka,Kodagu/Mysuru,national_park,wildlife,safari,nature,tier_1,candidate,Wildlife candidate,national_park,wildlife,safari,nature,,,,,,dedupe_pending
CAND-0121,Kabini,India,South India,Karnataka,Mysuru,wildlife_reserve,wildlife,resort,nature,tier_1,candidate,Premium wildlife resort candidate,wildlife_reserve,wildlife,resort,nature,,,,,,dedupe_pending
CAND-0122,Sakleshpur,India,South India,Karnataka,Hassan,hill_region,coffee,hills,weekend,tier_2,candidate,Bangalore weekend candidate,hill_region,coffee,hills,,weekend_getaway,,,,vibe:weekend->trip_style:weekend_getaway,dedupe_pending
CAND-0123,Udupi,India,South India,Karnataka,Udupi,coastal_town,food,spiritual,coast,tier_1,candidate,Coast/food/spiritual candidate,coastal_town,food,spiritual,coast,,,,,,dedupe_pending
CAND-0124,Murudeshwar,India,South India,Karnataka,Uttara Kannada,pilgrim_coastal_town,spiritual,coast,beach,tier_1,candidate,Coast/pilgrimage candidate,pilgrim_coastal_town,spiritual,coast,beach,,,,,,dedupe_pending
CAND-0125,Dandeli,India,South India,Karnataka,Uttara Kannada,forest_region,adventure,river,forest,tier_1,candidate,Adventure/nature candidate,forest_region,adventure,river,forest,,,,,,dedupe_pending
CAND-0126,Belagavi,India,South India,Karnataka,Belagavi,city,food,heritage,gateway,tier_3,candidate,Regional gateway candidate,city,food,heritage,,,gateway_context,,,vibe:gateway->context,dedupe_pending
CAND-0127,Warangal,India,South India,Telangana,Warangal,heritage_city,heritage,temples,history,tier_1,candidate,Telangana heritage candidate,heritage_city,heritage,temples,history,,,,,,dedupe_pending
CAND-0128,Nagarjuna Sagar,India,South India,Telangana/Andhra Pradesh,Nalgonda/Guntur,lake_region,lakes,history,nature,tier_2,candidate,Lake/dam/history candidate,lake_region,lakes,history,nature,,,,,,dedupe_pending
CAND-0129,Papikondalu,India,South India,Andhra Pradesh,Godavari,river_region,river,nature,slow_travel,tier_2,candidate,River cruise/nature candidate,river_region,river,nature,slow_travel,,,,,,dedupe_pending
CAND-0130,Lepakshi,India,South India,Andhra Pradesh,Sri Sathya Sai,heritage_site,temples,architecture,heritage,tier_2,candidate,Temple heritage candidate,heritage_site,temples,architecture,heritage,,,,,,dedupe_pending
CAND-0131,Tirupati,India,South India,Andhra Pradesh,Tirupati,pilgrim_city,spiritual,pilgrimage,family,tier_1,candidate,Major pilgrimage candidate,pilgrim_city,spiritual,pilgrimage,family,,,,,,dedupe_pending
CAND-0132,Vijayawada,India,South India,Andhra Pradesh,NTR,city,river,food,spiritual,tier_2,candidate,Regional city candidate,city,river,food,spiritual,,,,,,dedupe_pending
CAND-0133,Gandikota,India,South India,Andhra Pradesh,Kadapa,canyon_region,landscape,history,adventure,tier_2,candidate,Landscape/fort candidate,canyon_region,landscape,history,adventure,,,,,,dedupe_pending
CAND-0134,Horsley Hills,India,South India,Andhra Pradesh,Annamayya,hill_station,hills,family,slow_travel,tier_3,candidate,Regional hill candidate,hill_station,hills,family,slow_travel,,,,,,dedupe_pending
CAND-0135,Yelagiri,India,South India,Tamil Nadu,Tirupattur,hill_station,hills,family,weekend,tier_2,candidate,Chennai/Bangalore weekend hill candidate,hill_station,hills,family,,weekend_getaway,,,,vibe:weekend->trip_style:weekend_getaway,dedupe_pending
CAND-0136,Yercaud,India,South India,Tamil Nadu,Salem,hill_station,hills,family,coffee,tier_1,candidate,Tamil Nadu hill candidate,hill_station,hills,family,coffee,,,,,,dedupe_pending
CAND-0137,Coonoor,India,South India,Tamil Nadu,Nilgiris,hill_town,tea,hills,slow_travel,tier_1,candidate,Nilgiris candidate,hill_town,tea,hills,slow_travel,,,,,,dedupe_pending
CAND-0138,Valparai,India,South India,Tamil Nadu,Coimbatore,tea_region,tea,hills,nature,tier_2,candidate,Tea/nature candidate,tea_region,tea,hills,nature,,,,,,dedupe_pending
CAND-0139,Thanjavur,India,South India,Tamil Nadu,Thanjavur,heritage_city,temples,heritage,culture,tier_1,candidate,Temple/culture candidate,heritage_city,temples,heritage,culture,,,,,,dedupe_pending
CAND-0140,Chettinad,India,South India,Tamil Nadu,Sivaganga,heritage_region,heritage,food,architecture,tier_1,candidate,Food/heritage region candidate,heritage_region,heritage,food,architecture,,,,,,dedupe_pending
CAND-0141,Kanyakumari,India,South India,Tamil Nadu,Kanyakumari,coastal_town,coast,spiritual,viewpoint,tier_1,candidate,Coastal/spiritual candidate,coastal_town,coast,spiritual,viewpoint,,,,,,dedupe_pending
CAND-0142,Trichy,India,South India,Tamil Nadu,Tiruchirappalli,temple_city,temples,heritage,food,tier_1,candidate,Temple city candidate,temple_city,temples,heritage,food,,,,,,dedupe_pending
CAND-0143,Chidambaram,India,South India,Tamil Nadu,Cuddalore,temple_city,spiritual,temples,culture,tier_2,candidate,Temple/culture candidate,temple_city,spiritual,temples,culture,,,,,,dedupe_pending
CAND-0144,Rameswaram-Dhanushkodi Circuit,India,South India,Tamil Nadu,Ramanathapuram,pilgrim_coastal_town,spiritual,coast,history,tier_1,candidate,Coast/pilgrimage circuit candidate,pilgrim_coastal_town,spiritual,coast,history,,,,,,dedupe_pending
CAND-0145,Wayanad,India,South India,Kerala,Wayanad,hill_region,hills,nature,resort,tier_1,candidate,Kerala hill/family candidate,hill_region,hills,nature,resort,,,,,,dedupe_pending
CAND-0146,Bekal,India,South India,Kerala,Kasaragod,beach_resort,beach,fort,resort,tier_1,candidate,North Kerala resort candidate,beach_resort,beach,forts,resort,,,,,vibe:fort->forts,dedupe_pending
CAND-0147,Kozhikode,India,South India,Kerala,Kozhikode,coastal_city,food,coast,history,tier_1,candidate,Food/coast candidate,coastal_city,food,coast,history,,,,,,dedupe_pending
CAND-0148,Thrissur,India,South India,Kerala,Thrissur,culture_city,culture,spiritual,food,tier_2,candidate,Culture city candidate,culture_city,culture,spiritual,food,,,,,,dedupe_pending
CAND-0149,Guruvayur,India,South India,Kerala,Thrissur,pilgrim_town,spiritual,pilgrimage,family,tier_1,candidate,Pilgrimage candidate,pilgrim_town,spiritual,pilgrimage,family,,,,,,dedupe_pending
CAND-0150,Kollam,India,South India,Kerala,Kollam,coastal_city,backwaters,coast,slow_travel,tier_2,candidate,Backwater/coast candidate,coastal_city,backwaters,coast,slow_travel,,,,,,dedupe_pending
CAND-0151,Poovar,India,South India,Kerala,Thiruvananthapuram,backwater_resort,backwaters,beach,resort,tier_2,candidate,Resort/backwater candidate,backwater_resort,backwaters,beach,resort,,,,,,dedupe_pending
CAND-0152,Athirappilly,India,South India,Kerala,Thrissur,waterfall_site,waterfalls,nature,forest,tier_1,candidate,Waterfall/nature candidate,waterfall_site,waterfalls,nature,forest,,,,,,dedupe_pending
CAND-0153,Marari,India,South India,Kerala,Alappuzha,beach_resort,beach,resort,slow_travel,tier_1,candidate,Kerala beach resort candidate,beach_resort,beach,resort,slow_travel,,,,,,dedupe_pending
CAND-0154,Fort Kochi,India,South India,Kerala,Ernakulam,heritage_town,heritage,food,coast,tier_1,candidate,Kochi heritage subdestination,heritage_town,heritage,food,coast,,,,,,dedupe_pending
CAND-0155,Shantiniketan,India,East India,West Bengal,Birbhum,culture_town,culture,art,slow_travel,tier_1,candidate,Bengal culture candidate,culture_town,culture,art,slow_travel,,,,,,dedupe_pending
CAND-0156,Digha,India,East India,West Bengal,Purba Medinipur,beach_town,beach,family,budget,tier_1,candidate,Bengal beach candidate,beach_town,beach,family,budget,,,,,,dedupe_pending
CAND-0157,Mandarmani,India,East India,West Bengal,Purba Medinipur,beach_town,beach,resort,family,tier_1,candidate,Bengal resort beach candidate,beach_town,beach,resort,family,,,,,,dedupe_pending
CAND-0158,Tajpur,India,East India,West Bengal,Purba Medinipur,beach_town,beach,slow_travel,budget,tier_2,candidate,Bengal beach candidate,beach_town,beach,slow_travel,budget,,,,,,dedupe_pending
CAND-0159,Dooars,India,East India,West Bengal,Jalpaiguri/Alipurduar,forest_region,forest,wildlife,tea,tier_1,candidate,North Bengal nature candidate,forest_region,forest,wildlife,tea,,,,,,dedupe_pending
CAND-0160,Jaldapara,India,East India,West Bengal,Alipurduar,wildlife_reserve,wildlife,forest,nature,tier_1,candidate,Wildlife candidate,wildlife_reserve,wildlife,forest,nature,,,,,,dedupe_pending
CAND-0161,Gorumara,India,East India,West Bengal,Jalpaiguri,wildlife_reserve,wildlife,forest,nature,tier_1,candidate,Wildlife candidate,wildlife_reserve,wildlife,forest,nature,,,,,,dedupe_pending
CAND-0162,Mirik,India,East India,West Bengal,Darjeeling,lake_hill_station,lakes,hills,slow_travel,tier_2,candidate,North Bengal hill candidate,lake_hill_station,lakes,hills,slow_travel,,,,,,dedupe_pending
CAND-0163,Lava,India,East India,West Bengal,Kalimpong,hill_town,hills,forest,slow_travel,tier_2,candidate,Kalimpong district candidate,hill_town,hills,forest,slow_travel,,,,,,dedupe_pending
CAND-0164,Lolegaon,India,East India,West Bengal,Kalimpong,hill_town,hills,forest,slow_travel,tier_2,candidate,Kalimpong district candidate,hill_town,hills,forest,slow_travel,,,,,,dedupe_pending
CAND-0165,Bishnupur,India,East India,West Bengal,Bankura,heritage_town,temples,heritage,craft,tier_1,candidate,Terracotta temple candidate,heritage_town,temples,heritage,craft,,,,,,dedupe_pending
CAND-0166,Mukutmanipur,India,East India,West Bengal,Bankura,lake_region,lakes,nature,weekend,tier_2,candidate,Bengal lake candidate,lake_region,lakes,nature,,weekend_getaway,,,,vibe:weekend->trip_style:weekend_getaway,dedupe_pending
CAND-0167,Simlipal,India,East India,Odisha,Mayurbhanj,national_park,wildlife,forest,nature,tier_1,candidate,Wildlife/forest candidate,national_park,wildlife,forest,nature,,,,,,dedupe_pending
CAND-0168,Chilika Lake,India,East India,Odisha,Puri/Khordha/Ganjam,lake_region,lakes,birding,nature,tier_1,candidate,Lake/birding candidate,lake_region,lakes,birding,nature,,,,,,dedupe_pending
CAND-0169,Gopalpur,India,East India,Odisha,Ganjam,beach_town,beach,slow_travel,coast,tier_1,candidate,Odisha beach candidate,beach_town,beach,slow_travel,coast,,,,,,dedupe_pending
CAND-0170,Satkosia,India,East India,Odisha,Angul,wildlife_reserve,river,wildlife,nature,tier_2,candidate,River/wildlife candidate,wildlife_reserve,river,wildlife,nature,,,,,,dedupe_pending
CAND-0171,Daringbadi,India,East India,Odisha,Kandhamal,hill_region,hills,nature,slow_travel,tier_2,candidate,Odisha hill candidate,hill_region,hills,nature,slow_travel,,,,,,dedupe_pending
CAND-0172,Cuttack,India,East India,Odisha,Cuttack,heritage_city,history,food,culture,tier_2,candidate,Odisha city candidate,heritage_city,history,food,culture,,,,,,dedupe_pending
CAND-0173,Raghurajpur,India,East India,Odisha,Puri,craft_village,craft,culture,heritage,tier_2,candidate,Craft village candidate,craft_village,craft,culture,heritage,,,,,,dedupe_pending
CAND-0174,Bhitarkanika,India,East India,Odisha,Kendrapara,mangrove_wildlife_region,wildlife,mangrove,nature,tier_1,candidate,Mangrove/wildlife candidate,mangrove_wildlife_region,wildlife,mangrove,nature,,,,,,dedupe_pending
CAND-0175,Ranchi,India,East India,Jharkhand,Ranchi,city_gateway,waterfalls,urban,gateway,tier_1,candidate,Origin/gateway and local destination,city_gateway,waterfalls,urban,,,gateway_context,,,vibe:gateway->context,dedupe_pending
CAND-0176,Netarhat,India,East India,Jharkhand,Latehar,hill_region,hills,slow_travel,nature,tier_1,candidate,Jharkhand hill candidate,hill_region,hills,slow_travel,nature,,,,,,dedupe_pending
CAND-0177,Betla,India,East India,Jharkhand,Latehar,national_park,wildlife,forest,nature,tier_1,candidate,Wildlife candidate,national_park,wildlife,forest,nature,,,,,,dedupe_pending
CAND-0178,Deoghar,India,East India,Jharkhand,Deoghar,pilgrim_city,spiritual,pilgrimage,family,tier_1,candidate,Major pilgrimage candidate,pilgrim_city,spiritual,pilgrimage,family,,,,,,dedupe_pending
CAND-0179,Hazaribagh,India,East India,Jharkhand,Hazaribagh,city,hills,nature,weekend,tier_2,candidate,Jharkhand regional candidate,city,hills,nature,,weekend_getaway,,,,vibe:weekend->trip_style:weekend_getaway,dedupe_pending
CAND-0180,Patratu Valley,India,East India,Jharkhand,Ramgarh,valley,hills,weekend,nature,tier_1,candidate,Ranchi-near weekend candidate,valley,hills,nature,,weekend_getaway,,,,vibe:weekend->trip_style:weekend_getaway,dedupe_pending
CAND-0181,Jamshedpur,India,East India,Jharkhand,East Singhbhum,city,urban,parks,food,tier_2,candidate,Industrial city/parks candidate,city,urban,food,,,,,,vibe:parks->review_gardens_family_or_urban_tag,dedupe_pending
CAND-0182,Ghatshila,India,East India,Jharkhand,East Singhbhum,river_town,river,hills,slow_travel,tier_2,candidate,River/forest candidate,river_town,river,hills,slow_travel,,,,,,dedupe_pending
CAND-0183,Parasnath,India,East India,Jharkhand,Giridih,pilgrim_region,spiritual,hills,pilgrimage,tier_1,candidate,Jain pilgrimage/hill candidate,pilgrim_region,spiritual,hills,pilgrimage,,,,,,dedupe_pending
CAND-0184,McCluskieganj,India,East India,Jharkhand,Ranchi,heritage_town,heritage,slow_travel,weekend,tier_2,candidate,Ranchi-near heritage candidate,heritage_town,heritage,slow_travel,,weekend_getaway,,,,vibe:weekend->trip_style:weekend_getaway,dedupe_pending
CAND-0185,Patna,India,East India,Bihar,Patna,city,history,food,gateway,tier_1,candidate,Bihar gateway candidate,city,history,food,,,gateway_context,,,vibe:gateway->context,dedupe_pending
CAND-0186,Bodh Gaya,India,East India,Bihar,Gaya,spiritual_city,buddhist,spiritual,heritage,tier_1,candidate,Major Buddhist circuit candidate,spiritual_city,buddhist,spiritual,heritage,,,,,,dedupe_pending
CAND-0187,Rajgir,India,East India,Bihar,Nalanda,heritage_town,buddhist,spiritual,hills,tier_1,candidate,Buddhist/Jain circuit candidate,heritage_town,buddhist,spiritual,hills,,,,,,dedupe_pending
CAND-0188,Nalanda,India,East India,Bihar,Nalanda,heritage_site,buddhist,heritage,history,tier_1,candidate,Heritage candidate,heritage_site,buddhist,heritage,history,,,,,,dedupe_pending
CAND-0189,Vaishali,India,East India,Bihar,Vaishali,heritage_site,buddhist,history,spiritual,tier_2,candidate,Buddhist/Jain heritage candidate,heritage_site,buddhist,history,spiritual,,,,,,dedupe_pending
CAND-0190,Valmiki Tiger Reserve,India,East India,Bihar,West Champaran,tiger_reserve,wildlife,forest,nature,tier_2,candidate,Wildlife candidate,tiger_reserve,wildlife,forest,nature,,,,,,dedupe_pending
CAND-0191,Kaziranga Add-on Majuli,India,North East India,Assam,Majuli,river_island,culture,river,slow_travel,tier_1,candidate,Assam culture/river candidate,river_island,culture,river,slow_travel,,,,,,dedupe_pending
CAND-0192,Majuli,India,North East India,Assam,Majuli,river_island,culture,river,slow_travel,tier_1,candidate,River island/culture candidate,river_island,culture,river,slow_travel,,,,,,dedupe_pending
CAND-0193,Sivasagar,India,North East India,Assam,Sivasagar,heritage_town,heritage,culture,history,tier_1,candidate,Ahom heritage candidate,heritage_town,heritage,culture,history,,,,,,dedupe_pending
CAND-0194,Tezpur,India,North East India,Assam,Sonitpur,city,river,culture,gateway,tier_2,candidate,Assam gateway/culture candidate,city,river,culture,,,gateway_context,,,vibe:gateway->context,dedupe_pending
CAND-0195,Dibrugarh,India,North East India,Assam,Dibrugarh,city_gateway,tea,river,gateway,tier_2,candidate,Upper Assam gateway candidate,city_gateway,tea,river,,,gateway_context,,,vibe:gateway->context,dedupe_pending
CAND-0196,Haflong,India,North East India,Assam,Dima Hasao,hill_station,hills,slow_travel,nature,tier_2,candidate,Assam hill candidate,hill_station,hills,slow_travel,nature,,,,,,dedupe_pending
CAND-0197,Manas,India,North East India,Assam,Baksa,national_park,wildlife,nature,safari,tier_1,candidate,Wildlife candidate,national_park,wildlife,nature,safari,,,,,,dedupe_pending
CAND-0198,Umiam Lake,India,North East India,Meghalaya,Ri Bhoi,lake_region,lakes,hills,weekend,tier_1,candidate,Shillong nearby lake candidate,lake_region,lakes,hills,,weekend_getaway,,,,vibe:weekend->trip_style:weekend_getaway,dedupe_pending
CAND-0199,Dawki,India,North East India,Meghalaya,West Jaintia Hills,river_town,river,nature,border,tier_1,candidate,Meghalaya river candidate,river_town,river,nature,,,border_context,border_area_check,,vibe:border->context,dedupe_pending
CAND-0200,Mawlynnong,India,North East India,Meghalaya,East Khasi Hills,village,culture,nature,slow_travel,tier_1,candidate,Meghalaya village candidate,craft_village,culture,nature,slow_travel,,,,village,type:village->craft_village,dedupe_pending
CAND-0201,Mawsynram,India,North East India,Meghalaya,East Khasi Hills,rainforest_region,rain,nature,caves,tier_1,candidate,Rainfall/cave candidate,rainforest_region,rain,nature,caves,,,,,,dedupe_pending
CAND-0202,Laitlum,India,North East India,Meghalaya,East Khasi Hills,valley,hills,nature,viewpoint,tier_2,candidate,Shillong viewpoint candidate,valley,hills,nature,viewpoint,,,,,,dedupe_pending
CAND-0203,Jowai,India,North East India,Meghalaya,West Jaintia Hills,hill_town,culture,hills,nature,tier_2,candidate,Jaintia hills candidate,hill_town,culture,hills,nature,,,,,,dedupe_pending
CAND-0204,Mawphlang,India,North East India,Meghalaya,East Khasi Hills,forest_region,forest,culture,nature,tier_2,candidate,Sacred forest candidate,forest_region,forest,culture,nature,,,,,,dedupe_pending
CAND-0205,Bomdila,India,North East India,Arunachal Pradesh,West Kameng,mountain_town,mountains,monastery,culture,tier_2,candidate,Tawang route candidate,mountain_town,mountains,monastery,culture,,,,,,dedupe_pending
CAND-0206,Dirang,India,North East India,Arunachal Pradesh,West Kameng,mountain_town,mountains,culture,nature,tier_1,candidate,Tawang route candidate,mountain_town,mountains,culture,nature,,,,,,dedupe_pending
CAND-0207,Mechuka,India,North East India,Arunachal Pradesh,Shi Yomi,valley,mountains,culture,slow_travel,tier_2,candidate,Remote valley candidate,valley,mountains,culture,slow_travel,,,,,,dedupe_pending
CAND-0208,Pasighat,India,North East India,Arunachal Pradesh,East Siang,city_gateway,river,culture,nature,tier_2,candidate,Arunachal gateway candidate,city_gateway,river,culture,nature,,,,,,dedupe_pending
CAND-0209,Itanagar,India,North East India,Arunachal Pradesh,Papum Pare,city_gateway,culture,gateway,hills,tier_2,candidate,State capital/gateway candidate,city_gateway,culture,hills,,,gateway_context,,,vibe:gateway->context,dedupe_pending
CAND-0210,Loktak Lake,India,North East India,Manipur,Bishnupur,lake_region,lakes,nature,culture,tier_1,candidate,Major lake candidate,lake_region,lakes,nature,culture,,,,,,dedupe_pending
CAND-0211,Ukhrul,India,North East India,Manipur,Ukhrul,hill_town,hills,culture,nature,tier_2,candidate,Manipur hill candidate,hill_town,hills,culture,nature,,,,,,dedupe_pending
CAND-0212,Mokokchung,India,North East India,Nagaland,Mokokchung,hill_town,culture,hills,slow_travel,tier_2,candidate,Nagaland culture candidate,hill_town,culture,hills,slow_travel,,,,,,dedupe_pending
CAND-0213,Dzukou Valley,India,North East India,Nagaland/Manipur,Kohima/Senapati,valley,trekking,nature,flowers,tier_1,candidate,Trek candidate,valley,trekking,nature,flowers,,,,,,dedupe_pending
CAND-0214,Phek,India,North East India,Nagaland,Phek,hill_region,culture,nature,slow_travel,tier_3,candidate,Nagaland candidate,hill_region,culture,nature,slow_travel,,,,,,dedupe_pending
CAND-0215,Champhai,India,North East India,Mizoram,Champhai,hill_town,hills,culture,border,tier_2,candidate,Mizoram candidate,hill_town,hills,culture,,,border_context,border_area_check,,vibe:border->context,dedupe_pending
CAND-0216,Lunglei,India,North East India,Mizoram,Lunglei,hill_town,hills,culture,slow_travel,tier_3,candidate,Mizoram candidate,hill_town,hills,culture,slow_travel,,,,,,dedupe_pending
CAND-0217,Reiek,India,North East India,Mizoram,Mamit,mountain_region,hills,nature,culture,tier_2,candidate,Aizawl nearby candidate,mountain_region,hills,nature,culture,,,,,,dedupe_pending
CAND-0218,Unakoti,India,North East India,Tripura,Unakoti,heritage_site,heritage,spiritual,rock_carving,tier_1,candidate,Tripura heritage candidate,heritage_site,heritage,spiritual,rock_carving,,,,,,dedupe_pending
CAND-0219,Neermahal,India,North East India,Tripura,Sepahijala,palace_site,palace,lakes,heritage,tier_1,candidate,Tripura lake palace candidate,palace_site,palace,lakes,heritage,,,,,,dedupe_pending
CAND-0220,Ujjayanta Palace,India,North East India,Tripura,Agartala,palace_site,palace,heritage,culture,tier_2,candidate,Agartala heritage candidate,palace_site,palace,heritage,culture,,,,,,dedupe_pending
CAND-0221,Neil Island Expanded,India,Island India,Andaman and Nicobar,South Andaman,island_beach,beach,slow_travel,nature,tier_1,candidate,Andaman subdestination candidate,island_beach,beach,slow_travel,nature,,,,,,dedupe_pending
CAND-0222,Baratang,India,Island India,Andaman and Nicobar,North and Middle Andaman,island_region,nature,caves,mangrove,tier_2,candidate,Andaman nature candidate,island_region,nature,caves,mangrove,,,,,,dedupe_pending
CAND-0223,Ross Island,India,Island India,Andaman and Nicobar,South Andaman,heritage_site,history,islands,heritage,tier_2,candidate,Port Blair circuit candidate,heritage_site,history,islands,heritage,,,,,,dedupe_pending
CAND-0224,Diglipur,India,Island India,Andaman and Nicobar,North Andaman,island_region,beach,nature,remote,tier_2,candidate,North Andaman candidate,island_region,beach,nature,,,remote_context,route_verification_check,,vibe:remote->context,dedupe_pending
CAND-0225,Minicoy,India,Island India,Lakshadweep,Lakshadweep,island_region,islands,marine,beach,tier_2,candidate,Lakshadweep subdestination candidate,island_region,islands,marine,beach,,,,,,dedupe_pending
